songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Get Over It,Eagles,0.389,0.767,2,-4.314,1,0.149,0.00127,0,0.435,0.544,184.926
Supernova,Liz Phair,0.766,0.622,5,-5.292,0,0.101,0.0639,0,0.207,0.679,140.076
Autobahn,Kraftwerk,0.817,0.815,10,-5.352,0,0.106,0.00872,0,0.159,0.698,115.025
Do The Boomerang,Jr. Walker & The All Stars,0.678,0.744,5,-6.714,0,0.0445,0.0724,0,0.062,0.961,122.297
You're The Inspiration,Peter Cetera Featuring Az Yet,0.583,0.602,11,-6.364,1,0.0274,0.368,0,0.22,0.388,74.008
Crying Time,Ray Charles,0.203,0.301,8,-12.233,1,0.0367,0.663,0,0.156,0.398,202.737
Down By The Lazy River,The Osmonds,0.6,0.909,1,-5.154,0,0.0742,0.433,0,0.337,0.94,141.678
Heavy,Collective Soul,0.677,0.558,8,-7.681,1,0.177,0.167,0,0.365,0.384,144.485
Steal Away,Johnnie Taylor,0.72,0.569,2,-11.466,1,0.0418,0.142,0.000188,0.0629,0.713,122.403
Shakey Ground,Phoebe Snow,0.747,0.494,2,-13.459,1,0.0434,0.0189,0.604,0.0367,0.947,92.435
Circle,Marques Houston,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042
Halfway To Paradise,Bobby Vinton,0.868,0.661,0,-9.716,1,0.0347,0.234,0.00197,0.0783,0.867,109.076
Stuck On You,Elvis Presley,0.599,0.463,7,-7.449,1,0.0472,0.162,6.64e-05,0.141,0.141,158.053
Your Love,Keith Sweat,0.826,0.612,1,-3.891,1,0.0982,0.00681,0,0.0889,0.756,120.057
The Truth About Men,Tracy Byrd,0.648,0.777,5,-5.46,1,0.0323,0.0657,0,0.344,0.895,145.889
Pride And Joy,Marvin Gaye,0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877
I Hear You Now,Jon And Vangelis,0.739,0.418,4,-13.345,1,0.031,0.277,0.0258,0.108,0.278,115.196
We Belong Together,Gavin DeGraw,0.837,0.462,0,-7.89,1,0.0601,0.0339,0,0.09,0.762,139.986
All Those Years Ago,George Harrison,0.555,0.639,2,-6.832,1,0.033,0.137,1.99e-05,0.0733,0.518,125.77
Lights,Journey,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965
Pretty Little Baby,Marvin Gaye,0.66,0.123,9,-13.202,1,0.0313,0.916,0.00258,0.118,0.767,98.044
Think,James Brown,0.77,0.699,0,-6.59,1,0.199,0.0596,1.65e-05,0.17,0.696,81.003
Free The People,Delaney & Bonnie,0.851,0.746,2,-6.834,0,0.0366,0.0306,0.0897,0.07,0.921,139.999
Just A Little Bit Of You,Michael Jackson,0.439,0.322,9,-5.959,1,0.028,0.692,0,0.103,0.16,77.963
Practice What You Preach,Barry White,0.234,0.995,11,-5.291,0,0.0775,0.00028,0.0333,0.103,0.297,187.941
Two-Bit Manchild,Neil Diamond,0.565,0.673,7,-12.46,1,0.0356,0.489,0.00677,0.236,0.895,89.028
Jungle Love,The Time,0.495,0.697,7,-12.325,0,0.218,0.198,0.000914,0.75,0.832,145.827
Thank You Baby,The Shirelles,0.6,0.81,6,-4.894,1,0.0387,0.0496,5.09e-06,0.86,0.383,113.921
Hurt So Bad,Little Anthony & The Imperials,0.461,0.452,2,-6.529,1,0.0366,0.337,0,0.269,0.282,168.074
Home,Three Days Grace,0.895,0.468,0,-5.777,0,0.378,0.342,0,0.213,0.428,118.019
Color My World,Petula Clark,0.866,0.608,11,-6.273,0,0.341,0.0998,6.8e-05,0.164,0.11,145.05
Soulja Girl,Soulja Boy Tell'em Featuring I-15,0.578,0.714,11,-3.551,0,0.0349,0.0846,0,0.139,0.145,73.007
Unchained Melody,Righteous Brothers,0.339,0.208,0,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54
Ghost Town,Cheap Trick,0.573,0.545,7,-4.247,0,0.0288,0.0969,0,0.329,0.297,83.378
The More I See You,Chris Montez,0.542,0.122,5,-18.411,0,0.0361,0.976,0.856,0.116,0.164,108.286
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935
Got Me Waiting,Heavy D ,0.809,0.302,2,-15.76,1,0.309,0.015,5.58e-05,0.12,0.546,90.177
He Ain't Give You None,Freddie Scott,0.497,0.479,9,-10.489,1,0.0309,0.0306,7.96e-06,0.107,0.645,163.59
"Somewhere, My Love",Ray Conniff,0.477,0.259,7,-16.096,1,0.0264,0.867,0,0.238,0.374,88.59
You Can't Always Get What You Want,"Glee Cast Featuring Lea Michele, Cory Monteith, Kevin McHale & Amber Riley",0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327
Gonna Get Along Without You Now,Skeeter Davis,0.64,0.724,2,-7.543,1,0.0324,0.0312,0.34,0.377,0.703,119.455
Surfin' Safari,The Beach Boys,0.542,0.785,9,-5.251,1,0.0439,0.795,2.3e-05,0.102,0.967,158.37
I Wanna Talk About Me,Toby Keith,0.765,0.87,5,-5.191,1,0.0499,0.168,0,0.125,0.684,106.06
"Baby, I'm Yours",Barbara Lewis,0.462,0.595,2,-9.363,1,0.0347,0.215,0,0.184,0.64,113.719
Tightrope Ride,The Doors,0.494,0.765,2,-11.788,1,0.0592,0.62,0.491,0.229,0.63,153.144
The Same Old Hurt,Burl Ives,0.593,0.312,2,-12.721,1,0.0382,0.904,4.1e-05,0.298,0.787,99.967
High Energy,Evelyn Thomas,0.956,0.765,10,-12.772,0,0.0619,0.143,0.0461,0.25,0.711,124.252
Shut Up,Simple Plan,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038
Fantastic Voyage,Lakeside,0.816,0.603,7,-11.924,1,0.0749,0.134,4.27e-05,0.152,0.963,114.767
"Tears, Tears, Tears",Ben E. King,0.513,0.607,11,-8.2,0,0.0296,0.237,0,0.151,0.674,109.94
Lightning's Girl,Nancy Sinatra,0.56,0.647,9,-3.862,1,0.0287,0.647,0,0.127,0.54,92.194
Classical Gas,Mason Williams,0.489,0.701,7,-10.53,1,0.0348,0.852,0.78,0.108,0.739,155.269
Tonight She Comes,The Cars,0.607,0.93,5,-5.245,1,0.0328,0.033,0.00316,0.0604,0.899,141.926
Cool Love,Pablo Cruise,0.63,0.401,6,-15.436,1,0.028,0.237,0.000193,0.142,0.377,107.082
I Want It All,Queen,0.535,0.393,2,-12.57,1,0.105,0.143,0.00175,0.136,0.0767,132.287
Bad Reputation,Freedy Johnston,0.378,0.974,6,-4.055,1,0.194,0.00192,0.0139,0.0588,0.824,203.715
Is It Love That We're Missin',"Quincy Jones,The Brothers Johnson",0.764,0.603,1,-13.086,0,0.0445,0.168,7.58e-05,0.0691,0.728,105.466
Nika,Vicious,0.0707,0.00607,2,-36.381,1,0.0352,0.987,0.814,0.0976,0.0382,74.496
Flames Of Paradise,Jennifer Rush (Duet With Elton John),0.689,0.918,1,-6.466,1,0.0831,0.0964,9.75e-05,0.304,0.848,149.862
You Are My Lady,Freddie Jackson,0.7,0.254,10,-16.019,1,0.0429,0.46,0,0.1,0.408,91.437
Keep The Fire,Kenny Loggins,0.892,0.433,0,-13.806,0,0.0699,0.0277,0.000892,0.0308,0.924,128.029
Right Place Wrong Time,Dr. John,0.789,0.494,1,-13.702,1,0.0456,0.0923,0.000408,0.144,0.826,104.593
Concrete Angel,Martina McBride,0.622,0.392,1,-9.737,1,0.0253,0.498,0,0.146,0.274,77.991
Bumble Bee,The Searchers,0.848,0.393,5,-11.878,0,0.0512,0.677,0.00141,0.117,0.426,124.022
I Stand Accused (Of Loving You),The Glories,0.422,0.279,5,-14.398,1,0.0536,0.825,1.09e-06,0.0673,0.268,137.897
Baby Don't You Do It,Marvin Gaye,0.311,0.949,0,-5.952,1,0.119,0.00377,0.00525,0.362,0.665,178.816
You're A Lady,Tony Orlando,0.359,0.345,1,-13.366,1,0.0354,0.632,0.368,0.116,0.173,86.449
Change Clothes,Jay-Z,0.895,0.628,10,-3.79,1,0.0473,0.0412,0,0.059,0.34,104.009
I Love You Always Forever,Donna Lewis,0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773
Better Days,WC Featuring Jon B.,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054
"I Like It, I Love It",Tim McGraw,0.643,0.961,0,-5.298,1,0.0315,0.0196,0,0.948,0.96,124.027
Fast As You,Dwight Yoakam,0.628,0.801,4,-7.926,1,0.0282,0.000479,0.0897,0.396,0.843,125.954
Mister Magic,"Grover Washington, Jr.",0.734,0.64,5,-8.471,0,0.0661,0.00606,0.37,0.0602,0.868,103.812
There's Gonna Be A Showdown,Archie Bell And The Drells,0.52,0.608,0,-9.577,1,0.0832,0.634,0.000234,0.296,0.848,177.348
Bloody Well Right,Supertramp,0.575,0.446,3,-13.839,1,0.105,0.426,0.0175,0.0656,0.532,75.501
I Belong To You,Lenny Kravitz,0.759,0.337,0,-11.034,0,0.0351,0.026,0,0.0753,0.329,117.846
Heard It All Before,Sunshine Anderson,0.697,0.925,3,-4.209,0,0.216,0.0614,0,0.095,0.678,96.951
Naughty Girls (Need Love Too),Samantha Fox,0.824,0.82,1,-6.678,1,0.106,0.0419,0.00492,0.14,0.909,112.822
I Wanna Love My Life Away,Gene Pitney,0.522,0.844,0,-3.945,1,0.039,0.598,0.00279,0.61,0.893,135.959
If It's The Last Thing I Do,Thelma Houston,0.66,0.893,7,-4.389,1,0.0537,0.0329,0,0.0815,0.733,125.693
Doraville,Atlanta Rhythm Section,0.438,0.803,2,-6.024,1,0.0363,0.00173,6.34e-05,0.141,0.5,155.008
Baby Don t Forget My Number,Milli Vanilli,0.851,0.649,6,-12.877,0,0.0748,0.00543,0.0029,0.156,0.846,100.302
(I'm Not Your) Steppin' Stone,The Monkees,0.537,0.678,5,-4.437,1,0.0302,0.0155,0.000201,0.0981,0.327,131.476
The Puzzle Song (A Puzzle In Song),Shirley Ellis,0.391,0.179,4,-17.713,1,0.0531,0.953,0.0376,0.355,0.406,78.814
Welcome To The Boomtown,David & David,0.606,0.492,7,-13.203,1,0.041,0.515,0.000325,0.443,0.55,119.905
Dooley,The Olympics,0.62,0.459,0,-7.743,1,0.0295,0.666,0,0.115,0.457,131.761
It Only Hurts When I Try To Smile,Tony Orlando,0.445,0.383,7,-12.918,1,0.0264,0.663,0.0173,0.148,0.212,83.661
Time (Clock Of The Heart),Culture Club,0.723,0.633,0,-11.24,0,0.0357,0.529,0,0.0701,0.898,116.95
I Can't Stand It,Soul Sisters,0.557,0.836,9,-5.479,1,0.0735,0.00778,0,0.0624,0.915,150.028
Purple Hills,D-12,0.762,0.714,1,-4.999,1,0.211,0.0182,0,0.353,0.696,125.28
Situation,Yazoo,0.503,0.881,0,-4.502,0,0.0827,0.0261,0,0.482,0.597,101.038
Stand By Your Man,Candi Staton,0.517,0.246,9,-11.992,1,0.0308,0.788,0.00105,0.133,0.525,105.24
Nothing Left To Lose,Mat Kearney,0.445,0.71,4,-6.819,1,0.0275,0.103,6.14e-05,0.169,0.468,148.011
Paradise,Sammy Turner,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061
I Wanna Be Loved,Dean & Jean,0.376,0.297,5,-13.283,1,0.0351,0.771,0.00113,0.0736,0.584,126.528
Run To You,Bryan Adams,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593
Substitute,Clout,0.373,0.868,2,-9.762,1,0.0398,0.245,2.07e-06,0.0743,0.75,135.832
I Want You So Bad,Heart,0.575,0.505,4,-6.824,1,0.0271,0.826,1.17e-05,0.0591,0.467,138.01
Break It To Me Gently,Juice Newton,0.539,0.26,0,-10.414,0,0.0268,0.588,0,0.134,0.492,92.032
A Girl Like You,The Smithereens,0.735,0.768,5,-4.481,1,0.0353,0.0197,0,0.0643,0.83,104.991
I Can't Live A Dream,The Osmonds,0.631,0.872,9,-4.698,1,0.0616,0.121,0.000109,0.0779,0.842,118.809
Who Do U Love,Deborah Cox,0.782,0.637,10,-5.63,0,0.264,0.28,0,0.114,0.389,101.989
One Simple Thing,Stabilizers,0.458,0.735,2,-10.517,1,0.0412,0.6,0.000329,0.154,0.713,90.001
Sitting In The Park,Billy Stewart,0.571,0.472,7,-8.788,1,0.0266,0.88,3.04e-05,0.201,0.603,84.053
Love You,Jack Ingram,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418
Hazard,Richard Marx,0.615,0.951,8,0.915,1,0.169,0.038,0,0.182,0.6,121.575
Restless Heart,John Waite,0.597,0.0891,6,-19.863,0,0.033,0.946,0.911,0.0644,0.108,67.005
Throwaway,Mick Jagger,0.789,0.49,2,-6.588,1,0.0392,0.784,0.000598,0.112,0.869,140.034
Can t Wait All Night,Juice Newton,0.622,0.775,6,-7.076,1,0.03,0.202,2.59e-05,0.106,0.779,101.095
Answering Machine,Rupert Holmes,0.625,0.371,8,-12.9,1,0.0532,0.82,0.934,0.111,0.43,132.156
21 Questions,50 Cent Featuring Nate Dogg,0.576,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.908,90.012
These Days,Rascal Flatts,0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937
Big Boss Man,Elvis Presley,0.706,0.473,9,-12.673,1,0.0298,0.492,0.00627,0.0832,0.92,78.11
The Rambler,Molly Hatchet,0.543,0.349,9,-9.611,1,0.0319,0.863,0,0.099,0.198,131.799
Lady Writer,Dire Straits,0.641,0.813,1,-8.627,0,0.028,0.101,0.682,0.0582,0.966,147.893
I Believe I'm Gonna Make It,Joe Tex,0.537,0.775,4,-5.846,1,0.0404,0.0683,0,0.149,0.937,187.996
Too Much Heaven,Bee Gees,0.495,0.439,6,-13.212,1,0.0467,0.44,8.88e-05,0.725,0.353,165.922
"Knowing Me, Knowing You",Abba,0.546,0.733,2,-7.073,1,0.0299,0.0399,1.11e-06,0.235,0.91,107.285
Dead Giveaway,Shalamar,0.651,0.866,0,-9.069,1,0.0317,0.0517,5.95e-05,0.121,0.962,149.258
The Great Airplane Strike,Paul Revere & The Raiders,0.423,0.943,2,-4.7,1,0.226,0.121,0,0.0557,0.876,173.499
Spooky,Classics IV,0.776,0.47,4,-10.308,0,0.0318,0.419,0,0.139,0.963,106.329
Gone With The Wind,The Duprees,0.421,0.942,6,-5.289,0,0.14,0.000314,1.04e-06,0.0704,0.303,77.573
Rock And Roll Girls,John Fogerty,0.794,0.73,7,-6.067,1,0.0332,0.0538,0.000832,0.0826,0.767,128.999
Uprising,Muse,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019
Ain't No Playa,Rappin' 4-Tay,0.741,0.763,7,-6.514,1,0.11,0.0106,0,0.201,0.449,84.992
Touch Me When We're Dancing,Carpenters,0.422,0.359,7,-12.515,1,0.0333,0.332,5.67e-06,0.0681,0.469,187.38
I.O.I.O.,Bee Gees,0.56,0.648,5,-12.29,1,0.0282,0.195,0.00158,0.196,0.961,132.402
It's Got The Whole World Shakin',Sam Cooke,0.45,0.658,2,-7.325,1,0.0296,0.267,0,0.155,0.475,144.789
Theme From The Wild Angels,Davie Allan & The Arrows,0.176,0.593,9,-12.915,1,0.0363,0.289,0.905,0.0842,0.778,177.006
Candy To Me,Eddie Holland,0.705,0.709,11,-12.649,0,0.0489,0.119,1.69e-05,0.286,0.853,110.522
Run Samson Run,Neil Sedaka,0.556,0.601,10,-7.816,1,0.0366,0.574,0,0.378,0.946,84.635
Jessica,The Allman Brothers Band,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088
One Step At A Time,Jordin Sparks,0.766,0.692,1,-4.672,1,0.0289,0.0825,0,0.0384,0.691,102.028
Every Day Of The Week,Jade,0.757,0.68,1,-8.857,1,0.0338,0.0039,0,0.0742,0.831,97.382
Pleasure And Pain,Divinyls,0.366,0.952,8,-3.082,1,0.0787,3.91e-05,0.00104,0.379,0.431,180.079
Let's Make A Night To Remember,Bryan Adams,0.469,0.621,0,-6.763,1,0.0253,0.205,0.000776,0.135,0.395,175.906
Time Won't Let Me,The Outsiders,0.386,0.864,0,-4.776,1,0.0323,0.00133,5.4e-05,0.44,0.418,154.774
I'd Like To Teach The World To Sing (In Perfect Harmony),The New Seekers,0.466,0.476,11,-9.289,1,0.031,0.749,0,0.22,0.856,133.731
Angel In Your Arms,Hot,0.615,0.389,6,-14.109,1,0.0698,0.626,0,0.262,0.723,81.336
Missing You,Case,0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571
You Are On My Mind,Chicago,0.611,0.732,0,-8.356,1,0.0441,0.139,0.000595,0.0636,0.875,121.578
Behind Blue Eyes,Limp Bizkit,0.394,0.622,4,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844
Almost Like Being In Love,Michael Johnson,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689
Pilot Of The Airwaves,Charlie Dore,0.62,0.426,2,-13.791,1,0.0352,0.671,0.000706,0.102,0.614,119.65
The World's Greatest,R. Kelly,0.661,0.604,11,-6.436,0,0.0358,0.248,0,0.0469,0.721,95.971
When The Rain Begins To Fall,Jermaine Jackson ,0.672,0.854,0,-6.741,0,0.0301,0.00716,1.62e-06,0.117,0.725,153.579
Alone,The Bee Gees,0.874,0.358,9,-13.642,1,0.459,0.494,0.00196,0.336,0.437,119.091
I Wanna Dance Wit Choo,Disco Tex And The Sex-O-Lettes,0.638,0.624,7,-11.43,1,0.0275,0.0216,4.76e-06,0.348,0.836,106.043
You Learn/You Oughta Know,Alanis Morissette,0.715,0.189,8,-14.173,0,0.941,0.205,0,0.196,0.299,127.461
The 81,Candy And The Kisses,0.608,0.964,4,-3.543,1,0.0435,0.000585,0.00549,0.0676,0.597,115.979
Nobody's Perfect,Hannah Montana,0.793,0.498,8,-11.208,0,0.17,0.0974,1.26e-05,0.13,0.427,119.988
Pin The Tail On The Donkey,The Newcomers,0.891,0.504,8,-14.682,0,0.364,0.00611,0.000595,0.102,0.712,116.351
Rock My World (Little Country Girl),Brooks ,0.728,0.667,9,-10.212,1,0.0298,0.218,0.00032,0.34,0.882,120.294
Take My Heart (You Can Have It If You Want It),Kool And The Gang,0.927,0.379,11,-15.887,1,0.136,0.216,8.3e-06,0.0432,0.947,111.733
Got My Mojo Working,Jimmy Smith,0.519,0.779,4,-9.159,1,0.0648,0.573,8.13e-05,0.286,0.888,113.487
Safe In My Garden,Mamas & The Papas,0.428,0.338,0,-12.536,1,0.0307,0.663,0,0.208,0.161,86.99
I Missed Again,Phil Collins,0.778,0.773,9,-8.353,0,0.0306,0.0305,0.000117,0.0456,0.759,106.261
Girls Lie Too,Terri Clark,0.499,0.883,4,-4.742,1,0.0451,0.0689,0,0.163,0.533,138.801
Girls,Major Lance,0.767,0.438,7,-8.726,0,0.29,0.181,0,0.142,0.381,86.975
Reach Out I'll Be There,Gloria Gaynor,0.607,0.599,3,-8.908,0,0.0282,0.0253,0,0.188,0.735,119.842
Cryin',Aerosmith,0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872
Hemorrhage (In My Hands),Fuel,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017
Mr. President,Dickie Goodman,0.803,0.508,5,-6.3,0,0.0435,0.293,0,0.0804,0.672,94.977
Just One Look,Anne Murray,0.856,0.436,5,-15.419,1,0.0419,0.735,0.00193,0.125,0.944,107.967
Superstitious,Europe,0.598,0.832,6,-4.871,0,0.065,0.258,0,0.104,0.326,159.953
In The House Of Stone And Light,Martin Page,0.623,0.797,11,-10.826,1,0.0509,0.296,8.34e-05,0.613,0.802,89.274
Rock You Baby,Toby Keith,0.519,0.57,6,-6.772,0,0.029,0.163,0,0.144,0.17,154.093
Can't Wait,Redman,0.592,0.696,7,-6.617,1,0.0264,0.00567,0.00332,0.0825,0.263,132.002
Bizarre Love Triangle,FRENTE!,0.613,0.885,10,-7.463,1,0.052,0.0804,0.746,0.0997,0.919,118.506
Mind Bender,Stillwater,0.774,0.651,7,-9.581,1,0.0785,2.89e-05,0.929,0.0309,0.924,139.873
"Run, Baby Run (Back Into My Arms)",The Newbeats,0.778,0.629,7,-8.376,1,0.0327,0.41,1.9e-05,0.261,0.681,124.463
Sharing You,Mitty Collier,0.542,0.654,9,-8.73,1,0.0836,0.0383,0,0.113,0.331,150.012
E-Pro,Beck,0.624,0.959,11,-6.253,0,0.0769,0.00133,0.171,0.101,0.69,95.794
Vibeology,Paula Abdul,0.722,0.758,1,-9.33,1,0.0622,0.00485,0.00246,0.0768,0.645,117.975
Sooner Or Later,The Grass Roots,0.318,0.764,10,-4.102,1,0.0956,0.00712,0,0.0789,0.507,120.984
Now You re Gone,Whitesnake,0.639,0.976,1,-5.503,1,0.354,0.0213,0,0.0856,0.354,147.99
"I Like It Like That, Part 1",Chris Kenner,0.547,0.877,5,-8.064,1,0.142,0.14,0.00135,0.376,0.585,157.929
Romantic Call,Patra Featuring Yo-Yo,0.802,0.608,10,-10.169,0,0.255,0.0174,0.0174,0.0761,0.766,98.439
Mickey,Toni Basil,0.971,0.465,1,-5.655,1,0.23,0.0295,0,0.097,0.131,119.994
It's Over,Jesse McCartney,0.643,0.199,0,-12.19,1,0.0581,0.869,0,0.106,0.386,46.572
Just A Smile,Pilot,0.598,0.755,5,-7.48,1,0.0338,0.0962,0,0.114,0.472,149.855
Always,Firefall,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378
Barefoot In Baltimore,Strawberry Alarm Clock,0.682,0.566,7,-11.186,1,0.0353,0.457,2.89e-06,0.0812,0.681,119.615
Lay Your Hands On Me,Bon Jovi,0.332,0.967,2,-3.859,1,0.0679,0.177,0,0.308,0.389,100.497
You Got Me Hummin',Sam & Dave,0.809,0.428,7,-11.781,1,0.0291,0.623,0.052,0.0925,0.848,106.505
If It Makes You Happy,Sheryl Crow,0.543,0.681,7,-7.091,1,0.0289,0.0482,8.43e-05,0.104,0.292,95.415
Don't Worry 'Bout A Thing,SheDaisy,0.695,0.847,9,-2.118,1,0.061,0.105,0,0.102,0.68,98.003
Over My Head,Fleetwood Mac,0.592,0.729,8,-4.156,1,0.0448,0.022,0,0.0653,0.709,116.03
Man On Your Mind,Little River Band,0.795,0.628,4,-10.406,1,0.0547,0.101,0.00207,0.546,0.94,113.302
Shawty Is A 10,The-Dream,0.742,0.441,7,-5.541,0,0.0403,0.0689,0,0.0715,0.39,74.987
Honky Cat,Elton John,0.48,0.776,2,-5.65,1,0.0432,0.334,0.000217,0.133,0.95,171.135
Never Too Far/Hero (Medley),Mariah Carey,0.409,0.5,0,-6.126,1,0.0296,0.0946,1.41e-06,0.0833,0.228,117.874
Mother,Barbra Streisand,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366
Wonderful Tonight,Eric Clapton,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542
The Morning Papers,Prince And The New Power Generation,0.514,0.719,0,-5.381,0,0.0443,0.175,4.09e-05,0.197,0.438,131.635
Sweet Harmony,Smokey Robinson,0.562,0.785,10,-8.674,0,0.04,0.00335,0.0693,0.341,0.363,137.091
I'll Be Lovin' U Long Time,Mariah Carey,0.468,0.723,1,-5.344,1,0.0782,0.19,0,0.366,0.449,178.86
The One That You Love,Air Supply,0.396,0.479,5,-8.072,1,0.0268,0.728,9.51e-06,0.102,0.184,109.973
Sweet Dreams (Of You),Patsy Cline,0.424,0.0324,8,-21.804,1,0.0334,0.957,1e-06,0.369,0.291,82.972
Mame,Louis Armstrong,0.843,0.7,4,-3.563,0,0.0803,0.0934,0,0.14,0.899,93.991
I'll Be Alright Without You,Journey,0.586,0.74,2,-6.836,1,0.0269,0.115,4.03e-05,0.0702,0.532,97.362
One Way Out,The Allman Brothers Band,0.541,0.733,9,-9.04,1,0.0491,0.576,0.0321,0.705,0.725,106.734
So The Story Goes,Living In A Box,0.648,0.724,8,-13.568,0,0.0437,0.0753,0.00051,0.0282,0.89,101.02
Livin' Above Your Head,Jay & The Americans,0.602,0.566,0,-10.499,1,0.0349,0.683,0,0.557,0.87,125.157
You Can't Win (Part 1),Michael Jackson,0.4,0.13,9,-15.418,1,0.0329,0.877,0.000195,0.104,0.437,143.156
We Can Last Forever,Chicago,0.361,0.6,5,-5.862,1,0.0307,0.0948,4.21e-05,0.0814,0.289,142.61
Goodbye Time,Blake Shelton,0.514,0.162,2,-17.392,1,0.0317,0.583,2.1e-05,0.111,0.271,147.117
Is This Love,Survivor,0.776,0.559,6,-8.375,0,0.103,0.11,0,0.0671,0.758,122.242
Are You Lonesome To-night?,Elvis Presley,0.504,0.416,0,-10.705,1,0.0369,0.723,0,0.196,0.356,91.565
I Want'a Do Something Freaky To You,Leon Haywood,0.574,0.441,6,-15.258,0,0.0306,0.255,0.00316,0.229,0.911,92.158
Pain,Three Days Grace,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605
Count Every Star,Donnie & The Dreamers,0.317,0.217,7,-15.541,1,0.0333,0.968,2.3e-06,0.0972,0.42,140.487
Friend Of Mine,Kelly Price,0.737,0.366,10,-8.346,0,0.032,0.35,0,0.0707,0.395,109.876
"Oh, Sherrie",Steve Perry,0.333,0.695,5,-5.116,1,0.0465,0.372,7.13e-06,0.107,0.317,203.753
Them Changes,"Santana,Buddy Miles",0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657
Communication,Power Station,0.77,0.68,5,-4.451,0,0.0578,0.211,0.00102,0.114,0.37,107.024
Hello Jim,Paul Anka,0.815,0.876,5,-2.941,1,0.0553,0.27,7.55e-06,0.1,0.788,104.016
Can't Get Used To Losing You,Andy Williams,0.821,0.394,9,-13.189,0,0.0481,0.00192,0.152,0.0989,0.834,112.786
Sherry Don't Go,The Lettermen,0.306,0.287,6,-15.426,1,0.0279,0.563,0,0.0733,0.604,101.483
Suddenly I'm All Alone,Walter Jackson,0.444,0.421,3,-12.598,1,0.0358,0.837,0.000142,0.262,0.47,141.274
Believe,Cher,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949
Mairzy Doats,The Innocence,0.773,0.184,1,-12.288,1,0.0535,0.974,0,0.0762,0.679,140.634
"That Sunday, That Summer","Nat ""King"" Cole",0.249,0.46,1,-9.914,1,0.0406,0.755,0,0.395,0.462,82.495
Fix You,Coldplay,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178
Let's Make A Promise,Peaches & Herb,0.396,0.612,6,-8.039,1,0.0277,0.00288,4.71e-05,0.233,0.241,146.759
I'm Not Perfect (But I'm Perfect For You),Grace Jones,0.727,0.839,10,-8.145,0,0.0337,0.0694,0.00268,0.111,0.737,108.964
A Little Respect,Erasure,0.596,0.598,0,-13.409,1,0.0268,0.00808,3.07e-06,0.241,0.595,113.825
It's A Heartache,Bonnie Tyler,0.555,0.487,0,-11.766,1,0.0317,0.13,0.000868,0.169,0.553,118.913
Melting Pot,Booker T. & The MG's,0.614,0.891,9,-5.607,1,0.252,0.201,0,0.524,0.487,180.085
Not On The Outside,The Moments,0.332,0.623,2,-9.712,1,0.0533,0.381,0,0.0726,0.533,153.624
Together,Tierra,0.389,0.784,0,-4.389,0,0.13,0.203,1.13e-05,0.201,0.484,178.093
Chained And Bound,Otis Redding,0.445,0.353,10,-10.974,1,0.0452,0.617,0.000382,0.0658,0.822,160.683
